run_parallelFalsecfg{'device': device(type='cuda'), 'learning_rate': 0.001, 'learning_rate_decay': 0.3, 'last_observe': 20, 'epochs': 12, 'print_every': 100, 'save_every': 5, 'batch_size': 1, 'data_locate': '/home/pinkman/PycharmProjects/map_encoder/data_process/trajectory/train', 'save_path': './model_ckpt/', 'log_file': 'runs/log.txt', 'tensorboard_path': 'runs/train_visualization'}
Start Training...
Epoch 1/12: Iteration 0, loss = 46.420792
Epoch 31/12: Iteration 800, loss = 3.438399
Epoch 31/12: Iteration 900, loss = 0.643711
Epoch 31/12: Iteration 1000, loss = 46.020302
Epoch 31/12: Iteration 1100, loss = 0.162585
Epoch 31/12: Iteration 1200, loss = 1.388668
Epoch 31/12: Iteration 1300, loss = 1.297294
Epoch 31/12: Iteration 1400, loss = 0.378206
Epoch 31/12: Iteration 1500, loss = 0.731256
Epoch 31/12: Iteration 1600, loss = 0.119045
Epoch 31/12: Iteration 1700, loss = 0.888867
Epoch 31/12: Iteration 1800, loss = 1.352157
Epoch 31/12: Iteration 1900, loss = 0.062370
Epoch 31/12: Iteration 2000, loss = 0.639901
Epoch 31/12: Iteration 2100, loss = 0.386230
Epoch 31/12: Iteration 2200, loss = 0.790166
Epoch 31/12: Iteration 2300, loss = 0.548844
Epoch 31/12: Iteration 2400, loss = 0.546146
Epoch 31/12: Iteration 2500, loss = 5.556332
Epoch 31/12: Iteration 2600, loss = 3.556826
Epoch 31/12: Iteration 2700, loss = 0.863190
Epoch 31/12: Iteration 2800, loss = 0.313740
Epoch 31/12: Iteration 2900, loss = 0.214272
Epoch 31/12: Iteration 3000, loss = 1.637454
Epoch 31/12: Iteration 3100, loss = 1.097805
Epoch 31/12: Iteration 3200, loss = 5.347116
Epoch 31/12: Iteration 3300, loss = 0.179768
Epoch 31/12: Iteration 3400, loss = 0.245838
Epoch 32/12: Iteration 0, loss = 0.596668
Epoch 32/12: Iteration 100, loss = 0.034934
Epoch 32/12: Iteration 200, loss = 0.771936
Epoch 32/12: Iteration 300, loss = 2.850723
Epoch 32/12: Iteration 400, loss = 0.101316
Epoch 32/12: Iteration 500, loss = 2.703978
Epoch 32/12: Iteration 600, loss = 0.030126
Epoch 32/12: Iteration 700, loss = 0.472551
Epoch 32/12: Iteration 800, loss = 3.441154
Epoch 32/12: Iteration 900, loss = 0.643546
Epoch 32/12: Iteration 1000, loss = 46.003677
Epoch 32/12: Iteration 1100, loss = 0.162629
Epoch 32/12: Iteration 1200, loss = 1.388516
Epoch 32/12: Iteration 1300, loss = 1.296819
Epoch 32/12: Iteration 1400, loss = 0.378054
Epoch 32/12: Iteration 1500, loss = 0.730662
Epoch 32/12: Iteration 1600, loss = 0.119208
Epoch 32/12: Iteration 1700, loss = 0.888715
Epoch 32/12: Iteration 1800, loss = 1.351590
Epoch 32/12: Iteration 1900, loss = 0.062482
Epoch 32/12: Iteration 2000, loss = 0.639580
Epoch 32/12: Iteration 2100, loss = 0.386422
Epoch 32/12: Iteration 2200, loss = 0.789225
Epoch 32/12: Iteration 2300, loss = 0.549174
Epoch 32/12: Iteration 2400, loss = 0.545294
Epoch 32/12: Iteration 2500, loss = 5.558014
Epoch 32/12: Iteration 2600, loss = 3.554339
Epoch 32/12: Iteration 2700, loss = 0.862634
Epoch 32/12: Iteration 2800, loss = 0.313219
Epoch 32/12: Iteration 2900, loss = 0.214209
Epoch 32/12: Iteration 3000, loss = 1.638771
Epoch 32/12: Iteration 3100, loss = 1.097442
Epoch 32/12: Iteration 3200, loss = 5.350070
Epoch 32/12: Iteration 3300, loss = 0.180520
Epoch 32/12: Iteration 3400, loss = 0.245611
Epoch 33/12: Iteration 0, loss = 0.596941
Epoch 33/12: Iteration 100, loss = 0.035109
Epoch 33/12: Iteration 200, loss = 0.767672
Epoch 33/12: Iteration 300, loss = 2.853375
Epoch 33/12: Iteration 400, loss = 0.102114
Epoch 33/12: Iteration 500, loss = 2.700186
Epoch 33/12: Iteration 600, loss = 0.029820
Epoch 33/12: Iteration 700, loss = 0.470427
Epoch 33/12: Iteration 800, loss = 3.430221
Epoch 33/12: Iteration 900, loss = 0.644302
Epoch 33/12: Iteration 1000, loss = 46.056023
Epoch 33/12: Iteration 1100, loss = 0.163474
Epoch 33/12: Iteration 1200, loss = 1.391010
Epoch 33/12: Iteration 1300, loss = 1.298923
Epoch 33/12: Iteration 1400, loss = 0.378033
Epoch 33/12: Iteration 1500, loss = 0.732814
Epoch 33/12: Iteration 1600, loss = 0.119788
Epoch 33/12: Iteration 1700, loss = 0.893941
Epoch 33/12: Iteration 1800, loss = 1.349328
Epoch 33/12: Iteration 1900, loss = 0.062808
Epoch 33/12: Iteration 2000, loss = 0.638457
Epoch 33/12: Iteration 2100, loss = 0.386460
Epoch 33/12: Iteration 2200, loss = 0.792702
Epoch 33/12: Iteration 2300, loss = 0.546796
Epoch 33/12: Iteration 2400, loss = 0.546176
Epoch 33/12: Iteration 2500, loss = 5.549869
Epoch 33/12: Iteration 2600, loss = 3.558897
Epoch 33/12: Iteration 2700, loss = 0.865735
Epoch 33/12: Iteration 2800, loss = 0.313731
Epoch 33/12: Iteration 2900, loss = 0.214498
Epoch 33/12: Iteration 3000, loss = 1.639449
Epoch 33/12: Iteration 3100, loss = 1.096369
Epoch 33/12: Iteration 3200, loss = 5.342932
Epoch 33/12: Iteration 3300, loss = 0.180146
Epoch 33/12: Iteration 3400, loss = 0.245754
Epoch 34/12: Iteration 0, loss = 0.597076
Epoch 34/12: Iteration 100, loss = 0.035067
Epoch 34/12: Iteration 200, loss = 0.767612
Epoch 34/12: Iteration 300, loss = 2.853547
Epoch 34/12: Iteration 400, loss = 0.101967
Epoch 34/12: Iteration 500, loss = 2.700566
Epoch 34/12: Iteration 600, loss = 0.029817
Epoch 34/12: Iteration 700, loss = 0.470760
Epoch 34/12: Iteration 800, loss = 3.431307
Epoch 34/12: Iteration 900, loss = 0.644158
Epoch 34/12: Iteration 1000, loss = 46.051384
Epoch 34/12: Iteration 1100, loss = 0.163478
Epoch 34/12: Iteration 1200, loss = 1.390904
Epoch 34/12: Iteration 1300, loss = 1.298659
Epoch 34/12: Iteration 1400, loss = 0.377962
Epoch 34/12: Iteration 1500, loss = 0.732429
Epoch 34/12: Iteration 1600, loss = 0.119835
Epoch 34/12: Iteration 1700, loss = 0.893795
Epoch 34/12: Iteration 1800, loss = 1.349207
Epoch 34/12: Iteration 1900, loss = 0.062852
Epoch 34/12: Iteration 2000, loss = 0.638351
Epoch 34/12: Iteration 2100, loss = 0.386595
Epoch 34/12: Iteration 2200, loss = 0.792299
Epoch 34/12: Iteration 2300, loss = 0.546917
Epoch 34/12: Iteration 2400, loss = 0.545738
Epoch 34/12: Iteration 2500, loss = 5.550735
Epoch 34/12: Iteration 2600, loss = 3.558066
Epoch 34/12: Iteration 2700, loss = 0.865667
Epoch 34/12: Iteration 2800, loss = 0.313543
Epoch 34/12: Iteration 2900, loss = 0.214504
Epoch 34/12: Iteration 3000, loss = 1.640054
Epoch 34/12: Iteration 3100, loss = 1.096138
Epoch 34/12: Iteration 3200, loss = 5.343714
Epoch 34/12: Iteration 3300, loss = 0.180427
Epoch 34/12: Iteration 3400, loss = 0.245710
Epoch 35/12: Iteration 0, loss = 0.597190
Epoch 35/12: Iteration 100, loss = 0.035031
Epoch 35/12: Iteration 200, loss = 0.767524
Epoch 35/12: Iteration 300, loss = 2.853677
Epoch 35/12: Iteration 400, loss = 0.101839
Epoch 35/12: Iteration 500, loss = 2.700954
Epoch 35/12: Iteration 600, loss = 0.029810
Epoch 35/12: Iteration 700, loss = 0.471061
Epoch 35/12: Iteration 800, loss = 3.432286
Epoch 35/12: Iteration 900, loss = 0.644047
Epoch 35/12: Iteration 1000, loss = 46.046722
Epoch 35/12: Iteration 1100, loss = 0.163486
Epoch 35/12: Iteration 1200, loss = 1.390828
Epoch 35/12: Iteration 1300, loss = 1.298438
Epoch 35/12: Iteration 1400, loss = 0.377907
Epoch 35/12: Iteration 1500, loss = 0.732101
Epoch 35/12: Iteration 1600, loss = 0.119882
Epoch 35/12: Iteration 1700, loss = 0.893671
Epoch 35/12: Iteration 1800, loss = 1.349080
Epoch 35/12: Iteration 1900, loss = 0.062895
Epoch 35/12: Iteration 2000, loss = 0.638240
Epoch 35/12: Iteration 2100, loss = 0.386703
Epoch 35/12: Iteration 2200, loss = 0.791956
Epoch 35/12: Iteration 2300, loss = 0.547012
Epoch 35/12: Iteration 2400, loss = 0.545358
Epoch 35/12: Iteration 2500, loss = 5.551485
Epoch 35/12: Iteration 2600, loss = 3.557265
Epoch 35/12: Iteration 2700, loss = 0.865583
Epoch 35/12: Iteration 2800, loss = 0.313369
Epoch 35/12: Iteration 2900, loss = 0.214500
Epoch 35/12: Iteration 3000, loss = 1.640602
Epoch 35/12: Iteration 3100, loss = 1.095933
Epoch 35/12: Iteration 3200, loss = 5.344496
Epoch 35/12: Iteration 3300, loss = 0.180688
Epoch 35/12: Iteration 3400, loss = 0.245662
Save model ./model_ckpt/model_epoch35.pth
Epoch 36/12: Iteration 0, loss = 0.597284
Epoch 36/12: Iteration 100, loss = 0.034999
Epoch 36/12: Iteration 200, loss = 0.767416
Epoch 36/12: Iteration 300, loss = 2.853754
Epoch 36/12: Iteration 400, loss = 0.101728
Epoch 36/12: Iteration 500, loss = 2.701365
Epoch 36/12: Iteration 600, loss = 0.029799
Epoch 36/12: Iteration 700, loss = 0.471317
Epoch 36/12: Iteration 800, loss = 3.433171
Epoch 36/12: Iteration 900, loss = 0.643964
Epoch 36/12: Iteration 1000, loss = 46.042065
Epoch 36/12: Iteration 1100, loss = 0.163495
Epoch 36/12: Iteration 1200, loss = 1.390762
Epoch 36/12: Iteration 1300, loss = 1.298252
Epoch 36/12: Iteration 1400, loss = 0.377847
Epoch 36/12: Iteration 1500, loss = 0.731820
Epoch 36/12: Iteration 1600, loss = 0.119929
Epoch 36/12: Iteration 1700, loss = 0.893578
Epoch 36/12: Iteration 1800, loss = 1.348946
Epoch 36/12: Iteration 1900, loss = 0.062936
Epoch 36/12: Iteration 2000, loss = 0.638145
Epoch 36/12: Iteration 2100, loss = 0.386788
Epoch 36/12: Iteration 2200, loss = 0.791641
Epoch 36/12: Iteration 2300, loss = 0.547102
Epoch 36/12: Iteration 2400, loss = 0.545016
Epoch 36/12: Iteration 2500, loss = 5.552162
Epoch 36/12: Iteration 2600, loss = 3.556516
Epoch 36/12: Iteration 2700, loss = 0.865462
Epoch 36/12: Iteration 2800, loss = 0.313206
Epoch 36/12: Iteration 2900, loss = 0.214484
Epoch 36/12: Iteration 3000, loss = 1.641101
Epoch 36/12: Iteration 3100, loss = 1.095761
Epoch 36/12: Iteration 3200, loss = 5.345330
Epoch 36/12: Iteration 3300, loss = 0.180934
Epoch 36/12: Iteration 3400, loss = 0.245612
Epoch 37/12: Iteration 0, loss = 0.597362
Epoch 37/12: Iteration 100, loss = 0.035046
Epoch 37/12: Iteration 200, loss = 0.766152
Epoch 37/12: Iteration 300, loss = 2.854668
Epoch 37/12: Iteration 400, loss = 0.101950
Epoch 37/12: Iteration 500, loss = 2.700262
Epoch 37/12: Iteration 600, loss = 0.029698
Epoch 37/12: Iteration 700, loss = 0.470701
Epoch 37/12: Iteration 800, loss = 3.429888
Epoch 37/12: Iteration 900, loss = 0.644185
Epoch 37/12: Iteration 1000, loss = 46.057625
Epoch 37/12: Iteration 1100, loss = 0.163758
Epoch 37/12: Iteration 1200, loss = 1.391543
Epoch 37/12: Iteration 1300, loss = 1.298947
Epoch 37/12: Iteration 1400, loss = 0.377849
Epoch 37/12: Iteration 1500, loss = 0.732440
Epoch 37/12: Iteration 1600, loss = 0.120123
Epoch 37/12: Iteration 1700, loss = 0.895207
Epoch 37/12: Iteration 1800, loss = 1.348254
Epoch 37/12: Iteration 1900, loss = 0.063030
Epoch 37/12: Iteration 2000, loss = 0.637901
Epoch 37/12: Iteration 2100, loss = 0.386726
Epoch 37/12: Iteration 2200, loss = 0.792707
Epoch 37/12: Iteration 2300, loss = 0.546376
Epoch 37/12: Iteration 2400, loss = 0.545366
Epoch 37/12: Iteration 2500, loss = 5.549458
Epoch 37/12: Iteration 2600, loss = 3.557933
Epoch 37/12: Iteration 2700, loss = 0.866316
Epoch 37/12: Iteration 2800, loss = 0.313348
Epoch 37/12: Iteration 2900, loss = 0.214531
Epoch 37/12: Iteration 3000, loss = 1.641158
Epoch 37/12: Iteration 3100, loss = 1.095543
Epoch 37/12: Iteration 3200, loss = 5.343312
Epoch 37/12: Iteration 3300, loss = 0.180786
Epoch 37/12: Iteration 3400, loss = 0.245621
Epoch 38/12: Iteration 0, loss = 0.597345
Epoch 38/12: Iteration 100, loss = 0.035041
Epoch 38/12: Iteration 200, loss = 0.766076
Epoch 38/12: Iteration 300, loss = 2.854741
Epoch 38/12: Iteration 400, loss = 0.101936
Epoch 38/12: Iteration 500, loss = 2.700380
Epoch 38/12: Iteration 600, loss = 0.029682
Epoch 38/12: Iteration 700, loss = 0.470760
Epoch 38/12: Iteration 800, loss = 3.430031
Epoch 38/12: Iteration 900, loss = 0.644214
Epoch 38/12: Iteration 1000, loss = 46.055847
Epoch 38/12: Iteration 1100, loss = 0.163769
Epoch 38/12: Iteration 1200, loss = 1.391582
Epoch 38/12: Iteration 1300, loss = 1.298971
Epoch 38/12: Iteration 1400, loss = 0.377808
Epoch 38/12: Iteration 1500, loss = 0.732410
Epoch 38/12: Iteration 1600, loss = 0.120148
Epoch 38/12: Iteration 1700, loss = 0.895176
Epoch 38/12: Iteration 1800, loss = 1.348210
Epoch 38/12: Iteration 1900, loss = 0.063055
Epoch 38/12: Iteration 2000, loss = 0.637891
Epoch 38/12: Iteration 2100, loss = 0.386728
Epoch 38/12: Iteration 2200, loss = 0.792647
Epoch 38/12: Iteration 2300, loss = 0.546375
Epoch 38/12: Iteration 2400, loss = 0.545305
Epoch 38/12: Iteration 2500, loss = 5.549536
Epoch 38/12: Iteration 2600, loss = 3.557739
Epoch 38/12: Iteration 2700, loss = 0.866271
Epoch 38/12: Iteration 2800, loss = 0.313271
Epoch 38/12: Iteration 2900, loss = 0.214505
Epoch 38/12: Iteration 3000, loss = 1.641228
Epoch 38/12: Iteration 3100, loss = 1.095552
Epoch 38/12: Iteration 3200, loss = 5.343633
Epoch 38/12: Iteration 3300, loss = 0.180841
Epoch 38/12: Iteration 3400, loss = 0.245577
Epoch 39/12: Iteration 0, loss = 0.597328
Epoch 39/12: Iteration 100, loss = 0.035037
Epoch 39/12: Iteration 200, loss = 0.766001
Epoch 39/12: Iteration 300, loss = 2.854810
Epoch 39/12: Iteration 400, loss = 0.101922
Epoch 39/12: Iteration 500, loss = 2.700502
Epoch 39/12: Iteration 600, loss = 0.029667
Epoch 39/12: Iteration 700, loss = 0.470816
Epoch 39/12: Iteration 800, loss = 3.430176
Epoch 39/12: Iteration 900, loss = 0.644245
Epoch 39/12: Iteration 1000, loss = 46.054119
Epoch 39/12: Iteration 1100, loss = 0.163781
Epoch 39/12: Iteration 1200, loss = 1.391622
Epoch 39/12: Iteration 1300, loss = 1.298998
Epoch 39/12: Iteration 1400, loss = 0.377768
Epoch 39/12: Iteration 1500, loss = 0.732393
Epoch 39/12: Iteration 1600, loss = 0.120171
Epoch 39/12: Iteration 1700, loss = 0.895143
Epoch 39/12: Iteration 1800, loss = 1.348160
Epoch 39/12: Iteration 1900, loss = 0.063080
Epoch 39/12: Iteration 2000, loss = 0.637879
Epoch 39/12: Iteration 2100, loss = 0.386726
Epoch 39/12: Iteration 2200, loss = 0.792596
Epoch 39/12: Iteration 2300, loss = 0.546369
Epoch 39/12: Iteration 2400, loss = 0.545253
Epoch 39/12: Iteration 2500, loss = 5.549603
Epoch 39/12: Iteration 2600, loss = 3.557547
Epoch 39/12: Iteration 2700, loss = 0.866227
Epoch 39/12: Iteration 2800, loss = 0.313199
Epoch 39/12: Iteration 2900, loss = 0.214479
Epoch 39/12: Iteration 3000, loss = 1.641290
Epoch 39/12: Iteration 3100, loss = 1.095557
Epoch 39/12: Iteration 3200, loss = 5.343949
Epoch 39/12: Iteration 3300, loss = 0.180894
Epoch 39/12: Iteration 3400, loss = 0.245534
Epoch 40/12: Iteration 0, loss = 0.597309
Epoch 40/12: Iteration 100, loss = 0.035033
Epoch 40/12: Iteration 200, loss = 0.765925
Epoch 40/12: Iteration 300, loss = 2.854868
Epoch 40/12: Iteration 400, loss = 0.101911
Epoch 40/12: Iteration 500, loss = 2.700633
Epoch 40/12: Iteration 600, loss = 0.029652
Epoch 40/12: Iteration 700, loss = 0.470865
Epoch 40/12: Iteration 800, loss = 3.430311
Epoch 40/12: Iteration 900, loss = 0.644277
Epoch 40/12: Iteration 1000, loss = 46.052361
Epoch 40/12: Iteration 1100, loss = 0.163792
Epoch 40/12: Iteration 1200, loss = 1.391662
Epoch 40/12: Iteration 1300, loss = 1.299025
Epoch 40/12: Iteration 1400, loss = 0.377726
Epoch 40/12: Iteration 1500, loss = 0.732380
Epoch 40/12: Iteration 1600, loss = 0.120195
Epoch 40/12: Iteration 1700, loss = 0.895113
Epoch 40/12: Iteration 1800, loss = 1.348109
Epoch 40/12: Iteration 1900, loss = 0.063104
Epoch 40/12: Iteration 2000, loss = 0.637867
Epoch 40/12: Iteration 2100, loss = 0.386723
Epoch 40/12: Iteration 2200, loss = 0.792546
Epoch 40/12: Iteration 2300, loss = 0.546364
Epoch 40/12: Iteration 2400, loss = 0.545199
Epoch 40/12: Iteration 2500, loss = 5.549678
Epoch 40/12: Iteration 2600, loss = 3.557358
Epoch 40/12: Iteration 2700, loss = 0.866180
Epoch 40/12: Iteration 2800, loss = 0.313127
Epoch 40/12: Iteration 2900, loss = 0.214453
Epoch 40/12: Iteration 3000, loss = 1.641349
Epoch 40/12: Iteration 3100, loss = 1.095565
Epoch 40/12: Iteration 3200, loss = 5.344265
Epoch 40/12: Iteration 3300, loss = 0.180945
Epoch 40/12: Iteration 3400, loss = 0.245492
Save model ./model_ckpt/model_epoch40.pth
Epoch 41/12: Iteration 0, loss = 0.597292
Epoch 41/12: Iteration 100, loss = 0.035053
Epoch 41/12: Iteration 200, loss = 0.765489
Epoch 41/12: Iteration 300, loss = 2.855247
Epoch 41/12: Iteration 400, loss = 0.102002
Epoch 41/12: Iteration 500, loss = 2.700336
Epoch 41/12: Iteration 600, loss = 0.029604
Epoch 41/12: Iteration 700, loss = 0.470636
Epoch 41/12: Iteration 800, loss = 3.429132
Epoch 41/12: Iteration 900, loss = 0.644397
Epoch 41/12: Iteration 1000, loss = 46.056549
Epoch 41/12: Iteration 1100, loss = 0.163867
Epoch 41/12: Iteration 1200, loss = 1.391935
Epoch 41/12: Iteration 1300, loss = 1.299363
Epoch 41/12: Iteration 1400, loss = 0.377662
Epoch 41/12: Iteration 1500, loss = 0.732525
Epoch 41/12: Iteration 1600, loss = 0.120246
Epoch 41/12: Iteration 1700, loss = 0.895597
Epoch 41/12: Iteration 1800, loss = 1.347971
Epoch 41/12: Iteration 1900, loss = 0.063155
Epoch 41/12: Iteration 2000, loss = 0.637791
Epoch 41/12: Iteration 2100, loss = 0.386708
Epoch 41/12: Iteration 2200, loss = 0.792968
Epoch 41/12: Iteration 2300, loss = 0.546073
Epoch 41/12: Iteration 2400, loss = 0.545336
Epoch 41/12: Iteration 2500, loss = 5.548589
Epoch 41/12: Iteration 2600, loss = 3.557725
Epoch 41/12: Iteration 2700, loss = 0.866385
Epoch 41/12: Iteration 2800, loss = 0.313184
Epoch 41/12: Iteration 2900, loss = 0.214417
Epoch 41/12: Iteration 3000, loss = 1.641222
Epoch 41/12: Iteration 3100, loss = 1.095654
Epoch 41/12: Iteration 3200, loss = 5.343819
Epoch 41/12: Iteration 3300, loss = 0.180886
Epoch 41/12: Iteration 3400, loss = 0.245498
Epoch 42/12: Iteration 0, loss = 0.597169
Epoch 42/12: Iteration 100, loss = 0.035068
Epoch 42/12: Iteration 200, loss = 0.765350
Epoch 42/12: Iteration 300, loss = 2.855465
Epoch 42/12: Iteration 400, loss = 0.102027
Epoch 42/12: Iteration 500, loss = 2.700368
Epoch 42/12: Iteration 600, loss = 0.029570
Epoch 42/12: Iteration 700, loss = 0.470573
Epoch 42/12: Iteration 800, loss = 3.428827
Epoch 42/12: Iteration 900, loss = 0.644455
Epoch 42/12: Iteration 1000, loss = 46.055218
Epoch 42/12: Iteration 1100, loss = 0.163856
Epoch 42/12: Iteration 1200, loss = 1.391956
Epoch 42/12: Iteration 1300, loss = 1.299569
Epoch 42/12: Iteration 1400, loss = 0.377568
Epoch 42/12: Iteration 1500, loss = 0.732459
Epoch 42/12: Iteration 1600, loss = 0.120235
Epoch 42/12: Iteration 1700, loss = 0.895569
Epoch 42/12: Iteration 1800, loss = 1.348089
Epoch 42/12: Iteration 1900, loss = 0.063192
Epoch 42/12: Iteration 2000, loss = 0.637768
Epoch 42/12: Iteration 2100, loss = 0.386738
Epoch 42/12: Iteration 2200, loss = 0.793089
Epoch 42/12: Iteration 2300, loss = 0.545968
Epoch 42/12: Iteration 2400, loss = 0.545342
Epoch 42/12: Iteration 2500, loss = 5.548372
Epoch 42/12: Iteration 2600, loss = 3.557528
Epoch 42/12: Iteration 2700, loss = 0.866320
Epoch 42/12: Iteration 2800, loss = 0.313194
Epoch 42/12: Iteration 2900, loss = 0.214348
Epoch 42/12: Iteration 3000, loss = 1.641090
Epoch 42/12: Iteration 3100, loss = 1.095826
Epoch 42/12: Iteration 3200, loss = 5.344107
Epoch 42/12: Iteration 3300, loss = 0.180885
Epoch 42/12: Iteration 3400, loss = 0.245488
Epoch 43/12: Iteration 0, loss = 0.597049
Epoch 43/12: Iteration 100, loss = 0.035084
Epoch 43/12: Iteration 200, loss = 0.765214
Epoch 43/12: Iteration 300, loss = 2.855679
Epoch 43/12: Iteration 400, loss = 0.102052
Epoch 43/12: Iteration 500, loss = 2.700404
Epoch 43/12: Iteration 600, loss = 0.029538
Epoch 43/12: Iteration 700, loss = 0.470511
Epoch 43/12: Iteration 800, loss = 3.428524
Epoch 43/12: Iteration 900, loss = 0.644511
Epoch 43/12: Iteration 1000, loss = 46.053932
Epoch 43/12: Iteration 1100, loss = 0.163845
Epoch 43/12: Iteration 1200, loss = 1.391978
Epoch 43/12: Iteration 1300, loss = 1.299777
Epoch 43/12: Iteration 1400, loss = 0.377474
Epoch 43/12: Iteration 1500, loss = 0.732395
Epoch 43/12: Iteration 1600, loss = 0.120224
Epoch 43/12: Iteration 1700, loss = 0.895538
Epoch 43/12: Iteration 1800, loss = 1.348203
Epoch 43/12: Iteration 1900, loss = 0.063229
Epoch 43/12: Iteration 2000, loss = 0.637749
Epoch 43/12: Iteration 2100, loss = 0.386768
Epoch 43/12: Iteration 2200, loss = 0.793207
Epoch 43/12: Iteration 2300, loss = 0.545864
Epoch 43/12: Iteration 2400, loss = 0.545347
Epoch 43/12: Iteration 2500, loss = 5.548161
Epoch 43/12: Iteration 2600, loss = 3.557338
Epoch 43/12: Iteration 2700, loss = 0.866259
Epoch 43/12: Iteration 2800, loss = 0.313203
Epoch 43/12: Iteration 2900, loss = 0.214282
Epoch 43/12: Iteration 3000, loss = 1.640955
Epoch 43/12: Iteration 3100, loss = 1.096001
Epoch 43/12: Iteration 3200, loss = 5.344396
Epoch 43/12: Iteration 3300, loss = 0.180884
Epoch 43/12: Iteration 3400, loss = 0.245479
Epoch 44/12: Iteration 0, loss = 0.596929
Epoch 44/12: Iteration 100, loss = 0.035098
Epoch 44/12: Iteration 200, loss = 0.765079
Epoch 44/12: Iteration 300, loss = 2.855890
Epoch 44/12: Iteration 400, loss = 0.102076
Epoch 44/12: Iteration 500, loss = 2.700436
Epoch 44/12: Iteration 600, loss = 0.029504
Epoch 44/12: Iteration 700, loss = 0.470449
Epoch 44/12: Iteration 800, loss = 3.428219
Epoch 44/12: Iteration 900, loss = 0.644568
Epoch 44/12: Iteration 1000, loss = 46.052647
Epoch 44/12: Iteration 1100, loss = 0.163835
Epoch 44/12: Iteration 1200, loss = 1.392000
Epoch 44/12: Iteration 1300, loss = 1.299978
Epoch 44/12: Iteration 1400, loss = 0.377381
Epoch 44/12: Iteration 1500, loss = 0.732330
Epoch 44/12: Iteration 1600, loss = 0.120214
Epoch 44/12: Iteration 1700, loss = 0.895510
Epoch 44/12: Iteration 1800, loss = 1.348315
Epoch 44/12: Iteration 1900, loss = 0.063265
Epoch 44/12: Iteration 2000, loss = 0.637728
Epoch 44/12: Iteration 2100, loss = 0.386796
Epoch 44/12: Iteration 2200, loss = 0.793330
Epoch 44/12: Iteration 2300, loss = 0.545760
Epoch 44/12: Iteration 2400, loss = 0.545354
Epoch 44/12: Iteration 2500, loss = 5.547945
Epoch 44/12: Iteration 2600, loss = 3.557153
Epoch 44/12: Iteration 2700, loss = 0.866199
Epoch 44/12: Iteration 2800, loss = 0.313212
Epoch 44/12: Iteration 2900, loss = 0.214215
Epoch 44/12: Iteration 3000, loss = 1.640823
Epoch 44/12: Iteration 3100, loss = 1.096172
Epoch 44/12: Iteration 3200, loss = 5.344680
Epoch 44/12: Iteration 3300, loss = 0.180883
Epoch 44/12: Iteration 3400, loss = 0.245469
Epoch 45/12: Iteration 0, loss = 0.596812
Epoch 45/12: Iteration 100, loss = 0.035122
Epoch 45/12: Iteration 200, loss = 0.764845
Epoch 45/12: Iteration 300, loss = 2.856151
Epoch 45/12: Iteration 400, loss = 0.102130
Epoch 45/12: Iteration 500, loss = 2.700316
Epoch 45/12: Iteration 600, loss = 0.029466
Epoch 45/12: Iteration 700, loss = 0.470315
Epoch 45/12: Iteration 800, loss = 3.427566
Epoch 45/12: Iteration 900, loss = 0.644640
Epoch 45/12: Iteration 1000, loss = 46.053589
Epoch 45/12: Iteration 1100, loss = 0.163852
Epoch 45/12: Iteration 1200, loss = 1.392092
Epoch 45/12: Iteration 1300, loss = 1.300221
Epoch 45/12: Iteration 1400, loss = 0.377306
Epoch 45/12: Iteration 1500, loss = 0.732409
Epoch 45/12: Iteration 1600, loss = 0.120219
Epoch 45/12: Iteration 1700, loss = 0.895652
Epoch 45/12: Iteration 1800, loss = 1.348342
Epoch 45/12: Iteration 1900, loss = 0.063293
Epoch 45/12: Iteration 2000, loss = 0.637685
Epoch 45/12: Iteration 2100, loss = 0.386814
Epoch 45/12: Iteration 2200, loss = 0.793542
Epoch 45/12: Iteration 2300, loss = 0.545620
Epoch 45/12: Iteration 2400, loss = 0.545427
Epoch 45/12: Iteration 2500, loss = 5.547497
Epoch 45/12: Iteration 2600, loss = 3.557224
Epoch 45/12: Iteration 2700, loss = 0.866255
Epoch 45/12: Iteration 2800, loss = 0.313248
Epoch 45/12: Iteration 2900, loss = 0.214180
Epoch 45/12: Iteration 3000, loss = 1.640722
Epoch 45/12: Iteration 3100, loss = 1.096257
Epoch 45/12: Iteration 3200, loss = 5.344576
Epoch 45/12: Iteration 3300, loss = 0.180854
Epoch 45/12: Iteration 3400, loss = 0.245474
Save model ./model_ckpt/model_epoch45.pth
Epoch 46/12: Iteration 0, loss = 0.596763
Epoch 46/12: Iteration 100, loss = 0.035130
Epoch 46/12: Iteration 200, loss = 0.764794
Epoch 46/12: Iteration 300, loss = 2.856333
Epoch 46/12: Iteration 400, loss = 0.102143
Epoch 46/12: Iteration 500, loss = 2.700336
Epoch 46/12: Iteration 600, loss = 0.029452
Epoch 46/12: Iteration 700, loss = 0.470278
Epoch 46/12: Iteration 800, loss = 3.427416
Epoch 46/12: Iteration 900, loss = 0.644667
Epoch 46/12: Iteration 1000, loss = 46.052979
Epoch 46/12: Iteration 1100, loss = 0.163838
Epoch 46/12: Iteration 1200, loss = 1.392092
Epoch 46/12: Iteration 1300, loss = 1.300316
Epoch 46/12: Iteration 1400, loss = 0.377230
Epoch 46/12: Iteration 1500, loss = 0.732339
